symbol
ESGU
ETHZ
ETOR
ETSY
EUFN
EVRG
EWBC
EXAS
EXC
EXE
EXEL
EXLS
EXPE
EYE
FANG
FAST
FCNCA
FFAI
FFIV
FITB
FIVE
FIVN
FLEX
FLNC
FLY
FOXA
FROG
FRPT
FRSH
FSLR
FTAI
FTSM
FUTU
FWONK
FYBR
GDS
GEHC
GEN
GFS
GGAL
GH
GILD
GLBE
GLPI
GLXY
GNTX
GO
GRAB
GT
GTLB
GTM
GTX
HALO
HAS
HBAN
HIMZ
HIVE
HOLX
HON
HQY
HSAI
HSIC
HST
HTHT
HTZ
HUT
IAC
IBB
IBKR
ICLN
ICLR
IDXX
IEF
IEI
IGF
IGIB
IGSB
ILMN
INCY
INDV
INOD
INSM
INTA
INTU
IONS
IONX
IOVA
IQ
IRDM
IREN
IRTC
ISRG
ITRI
IUSB
IUSG
IUSV
IXHL
IXUS
JAZZ
JBHT
JBLU
JD
JEPQ
JKHY
KBWB
KDP
KHC
KLAC
KMB
KOYNU
KTOS
LAMR
LBRDK
LECO
LEGN
LI
LIDR
LIF
LIN
LINE
LITE
LKQ
LNT
LNTH
LNW
LOGI
LPLA
LQDA
LRCX
LSCC
LULU
LUNR
LYFT
MANH
MAR
MARA
MASI
MAT
MBB
MBLY
MBVIU
MCHI
MCHP
MDB
MDGL
MDLZ
MEDP
MELI
METC
METU
MGNI
MIDD
MKSI
MKTX
MMYT
MNDY
MNST
MORN
MPWR
MRNA
MRVL
MRX
MTCH
MTSI
MTSR
NBIX
NCNO
NDAQ
NDSN
NEGG
NICE
NTAP
NTES
NTLA
NTNX
NTRA
NTRS
NVAX
NVD
NVDD
NVDL
NVMI
NVTS
NWL
NWSA
NXPI
NXST
NXT
ODD
ODFL
OKLL
OKTA
OLLI
ON
ONB
ONC
OPCH
ORLY
OTEX
OUST
OXLC
PAA
PAYX
PCAR
PCT
PCTY
PDBC
PDD
PEGA
PENN
PEP
PFF
PFG
PGEN
PGY
PI
PLTD
PLTU
PLTZ
PLUG
PNFP
PODD
PONY
POOL
POWL
PPC
PPH
PRCT
PSIX
PSKY
PTC
PTCT
PTEN
PTIR
PTON
PYPL
PZZA
QCOM
QFIN
QQQI
QQQM
QRVO
QTUM
QYLD
RARE
RCAT
RDNT
RDVY
REG
REGN
RELY
REPL
RGEN
RGLD
RIOT
RIVN
RMBS
RNA
ROAD
ROIV
ROKU
ROOT
ROP
ROST
RPRX
RR
RRR
RVMD
RXRX
RYAAY
RZLV
SAIA
SAIL
SANM
SATS
SBAC
SBRA
SBUX
SCZ
SDVY
SEDG
SEIC
SERV
SEZL
SFM
SHOP
SHV
SHY
SIGI
SIRI
SITM
SLDP
SLM
SLNO
SMCI
SMCX
SMCZ
SMH
SMMT
SMST
SMTC
SNDK
SNGX
SNPS
SNY
SOFI
SOLT
SOUN
SPNS
SQQQ
SRAD
SRPT
SRRK
SSNC
SSRM
STAA
STLD
STNE
STRC
STRL
STX
SWKS
TBBK
TBIL
TCOM
TEAM
TECH
TEM
TER
TGTX
THAR
TIGO
TIGR
TLN
TLRY
TLT
TMC
TMDX
TMUS
TNXP
TPG
TRI
TRIP
TRMB
TROW
TSCO
TSDD
TSEM
TSLG
TSLQ
TSLR
TSLS
TSSI
TTAN
TTEK
TTMI
TTWO
TW
TWST
TXG
TXN
TXRH
UAL
ULTA
UMBF
UNHG
UPST
UPWK
UPXI
URBN
USIG
UTHR
VBIL
VCIT
VCLT
VCRB
VCSH
VERX
VFLO
VGIT
VGLT
VGSH
VITL
VKTX
VLY
VMBS
VNET
VNOM
VOD
VONG
VONV
VRNA
VRNS
VRNT
VRSK
VRSN
VRTX
VSAT
VTIP
VTRS
VTWO
VWAV
VWOB
VXUS
VYMI
WAY
WBD
WDAY
WDC
WEN
WFRD
WGS
WING
WLDN
WMG
WRD
WSC
WTW
WULF
WWD
WYNN
XEL
XP
XRAY
ZBRA
ZION
ZM
ZS
