symbol
AAPL
MSFT
GOOG
AMZN
TSLA
TNA
IWM
QQQ
SPY
TQQQ
XLK
TECL
AMZU
PLTR
SOXX
SOXL
META
NFLX
GOOGL
GGLL
UUUU
RKLB
BITX
IBIT
MSTX
MSTU
MSTR
NVDA
NVDU
TSM
ASML
CRWV
OKLO
HOOD
BMNR
MU
RGTI
ONDS
UBER
UNH
CURE
KRE
DPST
INTC
CP
NU
CRM
RDDT
TTD
UPS
USAR
CELH
PANW
BAC
MS
WFC
STT
FICO
ABT
NNE
NEE
SNEX
BULL
QUBT
SBET
TSLL
RUN
ETHA
ETHU
BLDR
NAIL
ELF
FIG
TOST
NKE
Z
NIO
IGV
OPEN
LLY
SYM
CCL
NVO
BABA
CRWD
UDOW
HACK
WIX
COST
VXX
CRK
CHWY
FI
FTNT
NBIS
GD
AAL
AAOI
AAON
AAPU
AAXJ
ABNB
ABVX
ACGL
ACHC
ACWI
ACWX
ADBE
ADI
ADMA
ADP
ADSK
AEHR
AEIS
AEP
AEVA
AFRM
AGNC
AIQ
AIRR
AKAM
ALAB
ALGM
ALGN
ALHC
ALKS
ALNY
ALTS
AMAT
AMBA
AMD
AMDL
AMGN
AMKR
AMSC
APA
APLD
APLS
APP
APPF
ARCC
ARGX
ARM
ARRY
ARWR
ASND
ASO
ASPI
ASTS
ATAT
AUR
AVAV
AVGO
AXON
AXSM
AZN
BABX
BBIO
BEAM
BIDU
BIIB
BILI
BINI
BITF
BKNG
BKR
BMRN
BND
BNDX
BNTX
BRKR
BSLK
BSY
BTAI
BTBT
BTDR
BTSG
BZ
CAKE
CALM
CAN
CAR
CART
CASY
CBRL
CCCS
CCEP
CCOI
CDNS
CDW
CEG
CELC
CEPF
CFLT
CG
CGC
CGNX
CHDN
CHKP
CHRD
CHRW
CHTR
CHYM
CIBR
CIFR
CINF
CLSK
CMCSA
CME
COIN
COKE
COLB
COMM
CONI
CONL
COO
COOP
CORZ
CPB
CPRT
CRDO
CRMD
CROX
CRSP
CSCO
CSGP
CSX
CTAS
CTSH
CVLT
CWST
CYBR
CYTK
CZR
DASH
DAVE
DBX
DDOG
DFDV
DGRW
DJT
DKNG
DLTR
DNUT
DOCU
DOX
DPZ
DRS
DSGX
DUOL
DVY
DXCM
EA
EBAY
EEFT
EMB
EMXC
ENPH
ENSG
ENTG
ENVX
EOSE
EQIX
ERIC
